_step,train_total_flops,adv_training_round,run_name,model_name_or_path,training_force_name_to_save,training_save_name,training_adversarial_skip_first_training_round,training_seed,run_id,run_state,run_created_at,num_params,model_idx,seed_idx,model_key,mean_train_total_flops,pretrain_compute,defense_flops_fraction_pretrain
3,5.45112950898688e+16,1,niki-153-adv-tr-rt-wl-small-0006,AlignmentResearch/robust_llm_pythia-1.4b_clf_wl_v-ian-081_s-0,clf_wl_pythia-1.4b_s-0_adv_tr_rt_t-0,,True,0,edjof5vn,finished,2024-09-06T03:37:41Z,1311629312,6,0,clf_wl_pythia-1.4b_s-0_adv_tr_rt_t-0,5.452585411653141e+16,2360081247796985856000,2.3103380092286433e-05
5,1.1795155615616205e+17,2,niki-153-adv-tr-rt-wl-small-0006,AlignmentResearch/robust_llm_pythia-1.4b_clf_wl_v-ian-081_s-0,clf_wl_pythia-1.4b_s-0_adv_tr_rt_t-0,,True,0,edjof5vn,finished,2024-09-06T03:37:41Z,1311629312,6,0,clf_wl_pythia-1.4b_s-0_adv_tr_rt_t-0,1.1797671847572931e+17,2360081247796985856000,4.998841399458366e-05
41,4.307779070468997e+17,20,niki-153-adv-tr-rt-wl-small-0020,AlignmentResearch/robust_llm_pythia-410m_clf_wl_v-ian-081_s-0,clf_wl_pythia-410m_s-0_adv_tr_rt_t-2,,True,2,e6430e2z,finished,2024-09-06T03:37:41Z,353824768,4,2,clf_wl_pythia-410m_s-0_adv_tr_rt_t-2,4.306534185769304e+17,636653181358571520000,0.000676433309667828
39,4.022319700454523e+17,19,niki-153-adv-tr-rt-wl-small-0020,AlignmentResearch/robust_llm_pythia-410m_clf_wl_v-ian-081_s-0,clf_wl_pythia-410m_s-0_adv_tr_rt_t-2,,True,2,e6430e2z,finished,2024-09-06T03:37:41Z,353824768,4,2,clf_wl_pythia-410m_s-0_adv_tr_rt_t-2,4.0214800994558605e+17,636653181358571520000,0.0006316594681698307
37,3.74441293367722e+17,18,niki-153-adv-tr-rt-wl-small-0020,AlignmentResearch/robust_llm_pythia-410m_clf_wl_v-ian-081_s-0,clf_wl_pythia-410m_s-0_adv_tr_rt_t-2,,True,2,e6430e2z,finished,2024-09-06T03:37:41Z,353824768,4,2,clf_wl_pythia-410m_s-0_adv_tr_rt_t-2,3.7433619743850496e+17,636653181358571520000,0.000587975067743632
35,3.4729709238768435e+17,17,niki-153-adv-tr-rt-wl-small-0020,AlignmentResearch/robust_llm_pythia-410m_clf_wl_v-ian-081_s-0,clf_wl_pythia-410m_s-0_adv_tr_rt_t-2,,True,2,e6430e2z,finished,2024-09-06T03:37:41Z,353824768,4,2,clf_wl_pythia-410m_s-0_adv_tr_rt_t-2,3.471941543119684e+17,636653181358571520000,0.0005453426833917351
33,3.210294660619469e+17,16,niki-153-adv-tr-rt-wl-small-0020,AlignmentResearch/robust_llm_pythia-410m_clf_wl_v-ian-081_s-0,clf_wl_pythia-410m_s-0_adv_tr_rt_t-2,,True,2,e6430e2z,finished,2024-09-06T03:37:41Z,353824768,4,2,clf_wl_pythia-410m_s-0_adv_tr_rt_t-2,3.209452737989837e+17,636653181358571520000,0.0005041132019698854
43,4.600198898714624e+17,21,niki-153-adv-tr-rt-wl-small-0020,AlignmentResearch/robust_llm_pythia-410m_clf_wl_v-ian-081_s-0,clf_wl_pythia-410m_s-0_adv_tr_rt_t-2,,True,2,e6430e2z,finished,2024-09-06T03:37:41Z,353824768,4,2,clf_wl_pythia-410m_s-0_adv_tr_rt_t-2,4.5989833496962336e+17,636653181358571520000,0.0007223687062840617
35,3.472868745170125e+17,17,niki-153-adv-tr-rt-wl-small-0028,AlignmentResearch/robust_llm_pythia-410m_clf_wl_v-ian-081_s-0,clf_wl_pythia-410m_s-0_adv_tr_rt_t-3,,True,3,ppmil5tw,finished,2024-09-06T03:37:43Z,353824768,4,3,clf_wl_pythia-410m_s-0_adv_tr_rt_t-3,3.471941543119684e+17,636653181358571520000,0.0005453426833917351
37,3.744239857536205e+17,18,niki-153-adv-tr-rt-wl-small-0028,AlignmentResearch/robust_llm_pythia-410m_clf_wl_v-ian-081_s-0,clf_wl_pythia-410m_s-0_adv_tr_rt_t-3,,True,3,ppmil5tw,finished,2024-09-06T03:37:43Z,353824768,4,3,clf_wl_pythia-410m_s-0_adv_tr_rt_t-3,3.7433619743850496e+17,636653181358571520000,0.000587975067743632
39,4.0224254973231104e+17,19,niki-153-adv-tr-rt-wl-small-0028,AlignmentResearch/robust_llm_pythia-410m_clf_wl_v-ian-081_s-0,clf_wl_pythia-410m_s-0_adv_tr_rt_t-3,,True,3,ppmil5tw,finished,2024-09-06T03:37:43Z,353824768,4,3,clf_wl_pythia-410m_s-0_adv_tr_rt_t-3,4.0214800994558605e+17,636653181358571520000,0.0006316594681698307
41,4.307600757832417e+17,20,niki-153-adv-tr-rt-wl-small-0028,AlignmentResearch/robust_llm_pythia-410m_clf_wl_v-ian-081_s-0,clf_wl_pythia-410m_s-0_adv_tr_rt_t-3,,True,3,ppmil5tw,finished,2024-09-06T03:37:43Z,353824768,4,3,clf_wl_pythia-410m_s-0_adv_tr_rt_t-3,4.306534185769304e+17,636653181358571520000,0.000676433309667828
43,4.59988790376276e+17,21,niki-153-adv-tr-rt-wl-small-0028,AlignmentResearch/robust_llm_pythia-410m_clf_wl_v-ian-081_s-0,clf_wl_pythia-410m_s-0_adv_tr_rt_t-3,,True,3,ppmil5tw,finished,2024-09-06T03:37:43Z,353824768,4,3,clf_wl_pythia-410m_s-0_adv_tr_rt_t-3,4.5989833496962336e+17,636653181358571520000,0.0007223687062840617
5,2.418755799048192e+17,2,niki-153-adv-tr-rt-wl-small-0007,AlignmentResearch/robust_llm_pythia-2.8b_clf_wl_v-ian-081_s-0,clf_wl_pythia-2.8b_s-0_adv_tr_rt_t-0,,True,0,27wwb5yw,finished,2024-09-06T03:37:43Z,2646435840,7,0,clf_wl_pythia-2.8b_s-0_adv_tr_rt_t-0,2.4192511766023373e+17,4761872095531499520000,5.0804623225234085e-05
3,1.099582692814848e+17,1,niki-153-adv-tr-rt-wl-small-0007,AlignmentResearch/robust_llm_pythia-2.8b_clf_wl_v-ian-081_s-0,clf_wl_pythia-2.8b_s-0_adv_tr_rt_t-0,,True,0,27wwb5yw,finished,2024-09-06T03:37:43Z,2646435840,7,0,clf_wl_pythia-2.8b_s-0_adv_tr_rt_t-0,1.099901639257129e+17,4761872095531499520000,2.309809287589365e-05
7,3.971853359595725e+17,3,niki-153-adv-tr-rt-wl-small-0007,AlignmentResearch/robust_llm_pythia-2.8b_clf_wl_v-ian-081_s-0,clf_wl_pythia-2.8b_s-0_adv_tr_rt_t-0,,True,0,27wwb5yw,finished,2024-09-06T03:37:43Z,2646435840,7,0,clf_wl_pythia-2.8b_s-0_adv_tr_rt_t-0,3.972459215830917e+17,4761872095531499520000,8.342221580370962e-05
9,5.7456890313885696e+17,4,niki-153-adv-tr-rt-wl-small-0007,AlignmentResearch/robust_llm_pythia-2.8b_clf_wl_v-ian-081_s-0,clf_wl_pythia-2.8b_s-0_adv_tr_rt_t-0,,True,0,27wwb5yw,finished,2024-09-06T03:37:43Z,2646435840,7,0,clf_wl_pythia-2.8b_s-0_adv_tr_rt_t-0,5.749632458295337e+17,4761872095531499520000,0.00012074310991449651
11,7.765735778861261e+17,5,niki-153-adv-tr-rt-wl-small-0007,AlignmentResearch/robust_llm_pythia-2.8b_clf_wl_v-ian-081_s-0,clf_wl_pythia-2.8b_s-0_adv_tr_rt_t-0,,True,0,27wwb5yw,finished,2024-09-06T03:37:43Z,2646435840,7,0,clf_wl_pythia-2.8b_s-0_adv_tr_rt_t-0,7.769137652122706e+17,4761872095531499520000,0.00016315300991417219
33,3.2103118743158784e+17,16,niki-153-adv-tr-rt-wl-small-0028,AlignmentResearch/robust_llm_pythia-410m_clf_wl_v-ian-081_s-0,clf_wl_pythia-410m_s-0_adv_tr_rt_t-3,,True,3,ppmil5tw,finished,2024-09-06T03:37:43Z,353824768,4,3,clf_wl_pythia-410m_s-0_adv_tr_rt_t-3,3.209452737989837e+17,636653181358571520000,0.0005041132019698854
1,0.0,0,niki-153-adv-tr-rt-wl-small-0007,AlignmentResearch/robust_llm_pythia-2.8b_clf_wl_v-ian-081_s-0,clf_wl_pythia-2.8b_s-0_adv_tr_rt_t-0,,True,0,27wwb5yw,finished,2024-09-06T03:37:43Z,2646435840,7,0,clf_wl_pythia-2.8b_s-0_adv_tr_rt_t-0,0.0,4761872095531499520000,0.0
31,2.9548141925329306e+17,15,niki-153-adv-tr-rt-wl-small-0028,AlignmentResearch/robust_llm_pythia-410m_clf_wl_v-ian-081_s-0,clf_wl_pythia-410m_s-0_adv_tr_rt_t-3,,True,3,ppmil5tw,finished,2024-09-06T03:37:43Z,353824768,4,3,clf_wl_pythia-410m_s-0_adv_tr_rt_t-3,2.953906394982728e+17,636653181358571520000,0.0004639741827221073
29,2.7055834941730816e+17,14,niki-153-adv-tr-rt-wl-small-0028,AlignmentResearch/robust_llm_pythia-410m_clf_wl_v-ian-081_s-0,clf_wl_pythia-410m_s-0_adv_tr_rt_t-3,,True,3,ppmil5tw,finished,2024-09-06T03:37:43Z,353824768,4,3,clf_wl_pythia-410m_s-0_adv_tr_rt_t-3,2.704840399368831e+17,636653181358571520000,0.000424853040645599
1,0.0,0,niki-153-adv-tr-rt-wl-small-0028,AlignmentResearch/robust_llm_pythia-410m_clf_wl_v-ian-081_s-0,clf_wl_pythia-410m_s-0_adv_tr_rt_t-3,,True,3,ppmil5tw,finished,2024-09-06T03:37:43Z,353824768,4,3,clf_wl_pythia-410m_s-0_adv_tr_rt_t-3,0.0,636653181358571520000,0.0
3,1.4670197603172352e+16,1,niki-153-adv-tr-rt-wl-small-0028,AlignmentResearch/robust_llm_pythia-410m_clf_wl_v-ian-081_s-0,clf_wl_pythia-410m_s-0_adv_tr_rt_t-3,,True,3,ppmil5tw,finished,2024-09-06T03:37:43Z,353824768,4,3,clf_wl_pythia-410m_s-0_adv_tr_rt_t-3,1.4694123208179712e+16,636653181358571520000,2.3080263538184987e-05
5,3.002686384504832e+16,2,niki-153-adv-tr-rt-wl-small-0028,AlignmentResearch/robust_llm_pythia-410m_clf_wl_v-ian-081_s-0,clf_wl_pythia-410m_s-0_adv_tr_rt_t-3,,True,3,ppmil5tw,finished,2024-09-06T03:37:43Z,353824768,4,3,clf_wl_pythia-410m_s-0_adv_tr_rt_t-3,3.0050817666973696e+16,636653181358571520000,4.720123694795248e-05
7,4.612817619490406e+16,3,niki-153-adv-tr-rt-wl-small-0028,AlignmentResearch/robust_llm_pythia-410m_clf_wl_v-ian-081_s-0,clf_wl_pythia-410m_s-0_adv_tr_rt_t-3,,True,3,ppmil5tw,finished,2024-09-06T03:37:43Z,353824768,4,3,clf_wl_pythia-410m_s-0_adv_tr_rt_t-3,4.614645132668437e+16,636653181358571520000,7.248287243018436e-05
27,2.466512983923589e+17,13,niki-153-adv-tr-rt-wl-small-0028,AlignmentResearch/robust_llm_pythia-410m_clf_wl_v-ian-081_s-0,clf_wl_pythia-410m_s-0_adv_tr_rt_t-3,,True,3,ppmil5tw,finished,2024-09-06T03:37:43Z,353824768,4,3,clf_wl_pythia-410m_s-0_adv_tr_rt_t-3,2.4656642122335683e+17,636653181358571520000,0.000387285304531428
11,8.03579143051346e+16,5,niki-153-adv-tr-rt-wl-small-0028,AlignmentResearch/robust_llm_pythia-410m_clf_wl_v-ian-081_s-0,clf_wl_pythia-410m_s-0_adv_tr_rt_t-3,,True,3,ppmil5tw,finished,2024-09-06T03:37:43Z,353824768,4,3,clf_wl_pythia-410m_s-0_adv_tr_rt_t-3,8.036955999846237e+16,636653181358571520000,0.00012623758484479663
13,9.871750672986931e+16,6,niki-153-adv-tr-rt-wl-small-0028,AlignmentResearch/robust_llm_pythia-410m_clf_wl_v-ian-081_s-0,clf_wl_pythia-410m_s-0_adv_tr_rt_t-3,,True,3,ppmil5tw,finished,2024-09-06T03:37:43Z,353824768,4,3,clf_wl_pythia-410m_s-0_adv_tr_rt_t-3,9.870753325736592e+16,636653181358571520000,0.00015504129429893247
9,6.282487179099341e+16,4,niki-153-adv-tr-rt-wl-small-0028,AlignmentResearch/robust_llm_pythia-410m_clf_wl_v-ian-081_s-0,clf_wl_pythia-410m_s-0_adv_tr_rt_t-3,,True,3,ppmil5tw,finished,2024-09-06T03:37:43Z,353824768,4,3,clf_wl_pythia-410m_s-0_adv_tr_rt_t-3,6.28396548578476e+16,636653181358571520000,9.870311921437721e-05
17,1.3727053876584448e+17,8,niki-153-adv-tr-rt-wl-small-0028,AlignmentResearch/robust_llm_pythia-410m_clf_wl_v-ian-081_s-0,clf_wl_pythia-410m_s-0_adv_tr_rt_t-3,,True,3,ppmil5tw,finished,2024-09-06T03:37:43Z,353824768,4,3,clf_wl_pythia-410m_s-0_adv_tr_rt_t-3,1.3722610274337587e+17,636653181358571520000,0.00021554294671165448
19,1.5752740096483328e+17,9,niki-153-adv-tr-rt-wl-small-0028,AlignmentResearch/robust_llm_pythia-410m_clf_wl_v-ian-081_s-0,clf_wl_pythia-410m_s-0_adv_tr_rt_t-3,,True,3,ppmil5tw,finished,2024-09-06T03:37:43Z,353824768,4,3,clf_wl_pythia-410m_s-0_adv_tr_rt_t-3,1.5747537741233683e+17,636653181358571520000,0.0002473487638533367
21,1.7858170870351462e+17,10,niki-153-adv-tr-rt-wl-small-0028,AlignmentResearch/robust_llm_pythia-410m_clf_wl_v-ian-081_s-0,clf_wl_pythia-410m_s-0_adv_tr_rt_t-3,,True,3,ppmil5tw,finished,2024-09-06T03:37:43Z,353824768,4,3,clf_wl_pythia-410m_s-0_adv_tr_rt_t-3,1.7854591548386672e+17,636653181358571520000,0.00028044455083513876
23,2.0059165397394227e+17,11,niki-153-adv-tr-rt-wl-small-0028,AlignmentResearch/robust_llm_pythia-410m_clf_wl_v-ian-081_s-0,clf_wl_pythia-410m_s-0_adv_tr_rt_t-3,,True,3,ppmil5tw,finished,2024-09-06T03:37:43Z,353824768,4,3,clf_wl_pythia-410m_s-0_adv_tr_rt_t-3,2.0053384182507437e+17,636653181358571520000,0.0003149812923217469
25,2.2320682663132365e+17,12,niki-153-adv-tr-rt-wl-small-0028,AlignmentResearch/robust_llm_pythia-410m_clf_wl_v-ian-081_s-0,clf_wl_pythia-410m_s-0_adv_tr_rt_t-3,,True,3,ppmil5tw,finished,2024-09-06T03:37:43Z,353824768,4,3,clf_wl_pythia-410m_s-0_adv_tr_rt_t-3,2.2312928879395142e+17,636653181358571520000,0.00035047227490139885
15,1.1764772373112422e+17,7,niki-153-adv-tr-rt-wl-small-0028,AlignmentResearch/robust_llm_pythia-410m_clf_wl_v-ian-081_s-0,clf_wl_pythia-410m_s-0_adv_tr_rt_t-3,,True,3,ppmil5tw,finished,2024-09-06T03:37:43Z,353824768,4,3,clf_wl_pythia-410m_s-0_adv_tr_rt_t-3,1.1763029141767782e+17,636653181358571520000,0.00018476353352489866
89,9.193432421000397e+16,44,niki-153-adv-tr-rt-wl-small-0026,AlignmentResearch/robust_llm_pythia-70m_clf_wl_v-ian-081_s-0,clf_wl_pythia-70m_s-0_adv_tr_rt_t-3,,True,3,qerl9aka,finished,2024-09-06T03:37:44Z,44672000,2,3,clf_wl_pythia-70m_s-0_adv_tr_rt_t-3,9.192625647756246e+16,80379007274582016000,0.0011436600126639284
87,8.96029322363822e+16,43,niki-153-adv-tr-rt-wl-small-0026,AlignmentResearch/robust_llm_pythia-70m_clf_wl_v-ian-081_s-0,clf_wl_pythia-70m_s-0_adv_tr_rt_t-3,,True,3,qerl9aka,finished,2024-09-06T03:37:44Z,44672000,2,3,clf_wl_pythia-70m_s-0_adv_tr_rt_t-3,8.959597782118891e+16,80379007274582016000,0.0011146688775978645
85,8.728308650579354e+16,42,niki-153-adv-tr-rt-wl-small-0026,AlignmentResearch/robust_llm_pythia-70m_clf_wl_v-ian-081_s-0,clf_wl_pythia-70m_s-0_adv_tr_rt_t-3,,True,3,qerl9aka,finished,2024-09-06T03:37:44Z,44672000,2,3,clf_wl_pythia-70m_s-0_adv_tr_rt_t-3,8.727581115447296e+16,80379007274582016000,0.0010858035463952775
83,8.496664198282854e+16,41,niki-153-adv-tr-rt-wl-small-0026,AlignmentResearch/robust_llm_pythia-70m_clf_wl_v-ian-081_s-0,clf_wl_pythia-70m_s-0_adv_tr_rt_t-3,,True,3,qerl9aka,finished,2024-09-06T03:37:44Z,44672000,2,3,clf_wl_pythia-70m_s-0_adv_tr_rt_t-3,8.495861035574067e+16,80379007274582016000,0.0010569751137322998
81,8.265327337225216e+16,40,niki-153-adv-tr-rt-wl-small-0026,AlignmentResearch/robust_llm_pythia-70m_clf_wl_v-ian-081_s-0,clf_wl_pythia-70m_s-0_adv_tr_rt_t-3,,True,3,qerl9aka,finished,2024-09-06T03:37:44Z,44672000,2,3,clf_wl_pythia-70m_s-0_adv_tr_rt_t-3,8.264651975664803e+16,80379007274582016000,0.0010282102573663293
67,6.682630796594995e+16,33,niki-153-adv-tr-rt-wl-small-0026,AlignmentResearch/robust_llm_pythia-70m_clf_wl_v-ian-081_s-0,clf_wl_pythia-70m_s-0_adv_tr_rt_t-3,,True,3,qerl9aka,finished,2024-09-06T03:37:44Z,44672000,2,3,clf_wl_pythia-70m_s-0_adv_tr_rt_t-3,6.681793644520079e+16,80379007274582016000,0.0008312859129616348
77,7.806355091943014e+16,38,niki-153-adv-tr-rt-wl-small-0026,AlignmentResearch/robust_llm_pythia-70m_clf_wl_v-ian-081_s-0,clf_wl_pythia-70m_s-0_adv_tr_rt_t-3,,True,3,qerl9aka,finished,2024-09-06T03:37:44Z,44672000,2,3,clf_wl_pythia-70m_s-0_adv_tr_rt_t-3,7.805394139086275e+16,80379007274582016000,0.0009710737173479062
75,7.578214485682176e+16,37,niki-153-adv-tr-rt-wl-small-0026,AlignmentResearch/robust_llm_pythia-70m_clf_wl_v-ian-081_s-0,clf_wl_pythia-70m_s-0_adv_tr_rt_t-3,,True,3,qerl9aka,finished,2024-09-06T03:37:44Z,44672000,2,3,clf_wl_pythia-70m_s-0_adv_tr_rt_t-3,7.577401421953843e+16,80379007274582016000,0.0009427090080957021
73,7.35171898171433e+16,36,niki-153-adv-tr-rt-wl-small-0026,AlignmentResearch/robust_llm_pythia-70m_clf_wl_v-ian-081_s-0,clf_wl_pythia-70m_s-0_adv_tr_rt_t-3,,True,3,qerl9aka,finished,2024-09-06T03:37:44Z,44672000,2,3,clf_wl_pythia-70m_s-0_adv_tr_rt_t-3,7.351014311123517e+16,80379007274582016000,0.0009145440532764708
71,7.127536348519424e+16,35,niki-153-adv-tr-rt-wl-small-0026,AlignmentResearch/robust_llm_pythia-70m_clf_wl_v-ian-081_s-0,clf_wl_pythia-70m_s-0_adv_tr_rt_t-3,,True,3,qerl9aka,finished,2024-09-06T03:37:44Z,44672000,2,3,clf_wl_pythia-70m_s-0_adv_tr_rt_t-3,7.126594977957028e+16,80379007274582016000,0.0008866239108442743
